Country,Region,Year,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual
Turkey,Middle East and North Africa,2021,104,,10.24,0.822,67.199,0.576,0.776,-0.139,1.852
Pakistan,South Asia,2021,105,,8.458,0.651,58.709,0.726,0.787,0.098,2.784
Morocco,Middle East and North Africa,2021,106,,8.903,0.56,66.208,0.774,0.801,-0.236,2.749
Venezuela,Latin America and Caribbean,2021,107,,9.073,0.861,66.7,0.615,0.827,-0.169,2.135
Georgia,Commonwealth of Independent States,2021,108,,9.585,0.671,64.3,0.783,0.655,-0.238,2.191
Algeria,Middle East and North Africa,2021,109,,9.342,0.802,66.005,0.48,0.752,-0.067,2.242
Ukraine,Commonwealth of Independent States,2021,110,,9.436,0.888,64.902,0.724,0.924,-0.011,1.813
Iraq,Middle East and North Africa,2021,111,,9.24,0.746,60.583,0.63,0.875,-0.053,2.429
Gabon,Sub-Saharan Africa,2021,112,,9.603,0.776,59.962,0.731,0.84,-0.2,2.201
Burkina Faso,Sub-Saharan Africa,2021,113,,7.678,0.672,54.151,0.695,0.748,-0.009,3.133
Cambodia,Southeast Asia,2021,114,,8.36,0.765,62,0.959,0.843,0.034,2.148
Mozambique,Sub-Saharan Africa,2021,115,,7.158,0.744,54.706,0.882,0.684,0.061,2.783
Nigeria,Sub-Saharan Africa,2021,116,,8.533,0.74,50.102,0.737,0.878,0.037,2.736
Mali,Sub-Saharan Africa,2021,117,,7.744,0.724,51.969,0.697,0.827,-0.036,3.016
Iran,Middle East and North Africa,2021,118,,9.584,0.71,66.3,0.608,0.714,0.218,1.823
Uganda,Sub-Saharan Africa,2021,119,,7.677,0.781,56.101,0.709,0.855,0.122,2.596
Liberia,Sub-Saharan Africa,2021,120,,7.288,0.72,56.498,0.735,0.85,0.05,2.857
Kenya,Sub-Saharan Africa,2021,121,,8.361,0.688,60.704,0.779,0.825,0.287,2.18
Tunisia,Middle East and North Africa,2021,122,,9.266,0.691,67.201,0.656,0.87,-0.201,2.138
Lebanon,Middle East and North Africa,2021,123,,9.626,0.848,67.355,0.525,0.898,-0.073,1.736
Namibia,Sub-Saharan Africa,2021,124,,9.161,0.818,56.799,0.719,0.847,-0.149,2.068
Palestinian Territories,Middle East and North Africa,2021,125,,8.485,0.826,62.25,0.653,0.821,-0.163,2.131
Myanmar,Southeast Asia,2021,126,,8.541,0.779,59.302,0.876,0.66,0.509,1.407
Jordan,Middle East and North Africa,2021,127,,9.182,0.767,67,0.755,0.705,-0.167,1.553
Chad,Sub-Saharan Africa,2021,128,,7.364,0.619,48.478,0.579,0.807,0.041,3.209
Sri Lanka,South Asia,2021,129,,9.47,0.827,67.299,0.841,0.863,0.079,1.075
Swaziland,Sub-Saharan Africa,2021,130,,9.065,0.77,50.833,0.647,0.708,-0.185,2.155
Comoros,Sub-Saharan Africa,2021,131,,8.031,0.626,57.349,0.548,0.781,0.082,2.61
Egypt,Middle East and North Africa,2021,132,,9.367,0.75,61.998,0.749,0.795,-0.182,1.648
Ethiopia,Sub-Saharan Africa,2021,133,,7.694,0.764,59,0.752,0.761,0.082,2.089
Mauritania,Sub-Saharan Africa,2021,134,,8.542,0.795,57.161,0.561,0.731,-0.106,2.069
Madagascar,Sub-Saharan Africa,2021,135,,7.396,0.686,59.305,0.552,0.803,-0.005,2.62
Togo,Sub-Saharan Africa,2021,136,,7.362,0.569,54.914,0.619,0.772,0.032,2.806
Zambia,Sub-Saharan Africa,2021,137,,8.145,0.708,55.809,0.782,0.823,0.061,1.975
Sierra Leone,Sub-Saharan Africa,2021,138,,7.434,0.63,51.651,0.717,0.866,0.084,2.396
India,South Asia,2021,139,,8.755,0.603,60.633,0.893,0.774,0.089,1.405
Burundi,Sub-Saharan Africa,2021,140,,6.635,0.49,53.4,0.626,0.607,-0.024,2.876
Yemen,Middle East and North Africa,2021,141,,7.578,0.832,57.122,0.602,0.8,-0.147,1.776
Tanzania,Sub-Saharan Africa,2021,142,,7.876,0.702,57.999,0.833,0.577,0.183,1.263
Haiti,Latin America and Caribbean,2021,143,,7.477,0.54,55.7,0.593,0.721,0.422,2.06
Malawi,Sub-Saharan Africa,2021,144,,6.958,0.537,57.948,0.78,0.729,0.038,2.19
Lesotho,Sub-Saharan Africa,2021,145,,7.926,0.787,48.7,0.715,0.915,-0.131,1.8
Botswana,Sub-Saharan Africa,2021,146,,9.782,0.784,59.269,0.824,0.801,-0.246,0.648
Rwanda,Sub-Saharan Africa,2021,147,,7.676,0.552,61.4,0.897,0.167,0.061,1.095
Zimbabwe,Sub-Saharan Africa,2021,148,,7.943,0.75,56.201,0.677,0.821,-0.047,1.205
Afghanistan,South Asia,2021,149,,7.695,0.463,52.493,0.382,0.924,-0.102,1.895
,,,150,,,,,,,,
